index,id,original_title,genres,keywords,cast,director,combine
412,9341,The Core,Action Thriller Adventure Science Fiction,magnetic field center of the earth disaster film,Aaron Eckhart Hilary Swank Delroy Lindo Stanley Tucci Tch\u00e9ky Karyo,Jon Amiel,Action Thriller Adventure Science Fiction magnetic field center of the earth disaster film Aaron Eckhart Hilary Swank Delroy Lindo Stanley Tucci Tch\u00e9ky KaryoJon Amiel
413,12107,Nutty Professor II: The Klumps,Fantasy Comedy Romance Science Fiction,alter ego mad scientist family dean duringcreditsstinger,Eddie Murphy Janet Jackson Larry Miller John Ales Richard Gant,Peter Segal,Fantasy Comedy Romance Science Fiction alter ego mad scientist family dean duringcreditsstinger Eddie Murphy Janet Jackson Larry Miller John Ales Richard GantPeter Segal
414,9637,Scooby-Doo,Mystery Adventure Comedy,amateur detective voodoo resort crime solving,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Rowan Atkinson,Raja Gosnell,Mystery Adventure Comedy amateur detective voodoo resort crime solving Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Rowan AtkinsonRaja Gosnell
415,49049,Dredd,Action Science Fiction,usa corruption crime fighter judge metropolis,Karl Urban Olivia Thirlby Lena Headey Wood Harris Jason Cope,Pete Travis,Action Science Fiction usa corruption crime fighter judge metropolis Karl Urban Olivia Thirlby Lena Headey Wood Harris Jason CopePete Travis
416,9339,Click,Comedy Drama Fantasy Romance,regret workaholic heart attack architect dying and death,Adam Sandler Kate Beckinsale Christopher Walken David Hasselhoff Henry Winkler,Frank Coraci,Comedy Drama Fantasy Romance regret workaholic heart attack architect dying and death Adam Sandler Kate Beckinsale Christopher Walken David Hasselhoff Henry WinklerFrank Coraci
417,16281,Creepshow,Horror Comedy Fantasy,monster halloween meteor buried alive cockroach,Hal Holbrook Adrienne Barbeau Fritz Weaver Leslie Nielsen Carrie Nye,George A. Romero,Horror Comedy Fantasy monster halloween meteor buried alive cockroach Hal Holbrook Adrienne Barbeau Fritz Weaver Leslie Nielsen Carrie NyeGeorge A. Romero
418,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy Family,torture aftercreditsstinger duringcreditsstinger 3d,James Marsden Nick Nolte Christina Applegate Bette Midler Pascale Hutton,Brad Peyton,Comedy Family torture aftercreditsstinger duringcreditsstinger 3d James Marsden Nick Nolte Christina Applegate Bette Midler Pascale HuttonBrad Peyton
419,8247,Jumper,Adventure Fantasy Science Fiction,adolescence based on novel loss of child fight chase,Hayden Christensen Jamie Bell Samuel L. Jackson Rachel Bilson Michael Rooker,Doug Liman,Adventure Fantasy Science Fiction adolescence based on novel loss of child fight chase Hayden Christensen Jamie Bell Samuel L. Jackson Rachel Bilson Michael RookerDoug Liman
420,11253,Hellboy II: The Golden Army,Adventure Fantasy Science Fiction,auction northern ireland resignation superhero rebellion,Ron Perlman Selma Blair Jeffrey Tambor Doug Jones John Hurt,Guillermo del Toro,Adventure Fantasy Science Fiction auction northern ireland resignation superhero rebellion Ron Perlman Selma Blair Jeffrey Tambor Doug Jones John HurtGuillermo del Toro
421,1949,Zodiac,Crime Drama Mystery Thriller,california san francisco killing journalist newspaper,Jake Gyllenhaal Robert Downey Jr. Mark Ruffalo Anthony Edwards Brian Cox,David Fincher,Crime Drama Mystery Thriller california san francisco killing journalist newspaper Jake Gyllenhaal Robert Downey Jr. Mark Ruffalo Anthony Edwards Brian CoxDavid Fincher
422,8452,The 6th Day,Science Fiction,clone future murder cloning laser gun,Arnold Schwarzenegger Michael Rapaport Tony Goldwyn Michael Rooker Sarah Wynter,Roger Spottiswoode,Science Fiction clone future murder cloning laser gun Arnold Schwarzenegger Michael Rapaport Tony Goldwyn Michael Rooker Sarah WynterRoger Spottiswoode
423,310,Bruce Almighty,Fantasy Comedy,christianity moon responsability moses street gang,Jim Carrey Jennifer Aniston Philip Baker Hall Catherine Bell Lisa Ann Walter,Tom Shadyac,Fantasy Comedy christianity moon responsability moses street gang Jim Carrey Jennifer Aniston Philip Baker Hall Catherine Bell Lisa Ann WalterTom Shadyac
424,27578,The Expendables,Thriller Adventure Action,tattoo martial arts sniper island mercenary,Sylvester Stallone Jason Statham Dolph Lundgren Eric Roberts Randy Couture,Sylvester Stallone,Thriller Adventure Action tattoo martial arts sniper island mercenary Sylvester Stallone Jason Statham Dolph Lundgren Eric Roberts Randy CoutureSylvester Stallone
425,954,Mission: Impossible,Adventure Action Thriller,paris london england spy cia terrorist,Tom Cruise Jon Voight Emmanuelle B\u00e9art Henry Czerny Jean Reno,Brian De Palma,Adventure Action Thriller paris london england spy cia terrorist Tom Cruise Jon Voight Emmanuelle B\u00e9art Henry Czerny Jean RenoBrian De Palma
426,70160,The Hunger Games,Science Fiction Adventure Fantasy,hallucination dystopia female protagonist bow and arrow knife throwing,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Gary Ross,Science Fiction Adventure Fantasy hallucination dystopia female protagonist bow and arrow knife throwing Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth BanksGary Ross
427,45243,The Hangover Part II,Comedy,sun glasses interpol undercover cop hangover duringcreditsstinger,Bradley Cooper Ed Helms Zach Galifianakis Justin Bartha Ken Jeong,Todd Phillips,Comedy sun glasses interpol undercover cop hangover duringcreditsstinger Bradley Cooper Ed Helms Zach Galifianakis Justin Bartha Ken JeongTodd Phillips
428,364,Batman Returns,Action Fantasy,holiday corruption double life dc comics crime fighter,Michael Keaton Danny DeVito Michelle Pfeiffer Christopher Walken Michael Gough,Tim Burton,Action Fantasy holiday corruption double life dc comics crime fighter Michael Keaton Danny DeVito Michelle Pfeiffer Christopher Walken Michael GoughTim Burton
429,7518,Over the Hedge,Comedy Animation Family,squirrel eating and drinking vororte garden grizzly bear,Bruce Willis Garry Shandling Steve Carell Wanda Sykes William Shatner,Karey Kirkpatrick,Comedy Animation Family squirrel eating and drinking vororte garden grizzly bear Bruce Willis Garry Shandling Steve Carell Wanda Sykes William ShatnerKarey Kirkpatrick
430,11544,Lilo & Stitch,Animation Family,sister sister relationship extraterrestrial technology hawaii adoption mutation,Chris Sanders Daveigh Chase Tia Carrere David Ogden Stiers Kevin McDonald,Chris Sanders,Animation Family sister sister relationship extraterrestrial technology hawaii adoption mutation Chris Sanders Daveigh Chase Tia Carrere David Ogden Stiers Kevin McDonaldChris Sanders
431,9986,Charlotte's Web,Comedy Family Fantasy,hero barn spider pig egg,Julia Roberts Steve Buscemi John Cleese Oprah Winfrey Cedric the Entertainer,Gary Winick,Comedy Family Fantasy hero barn spider pig egg Julia Roberts Steve Buscemi John Cleese Oprah Winfrey Cedric the EntertainerGary Winick
432,8656,Deep Impact,Action Drama Romance,usa president nasa metereologist space mission comet,Robert Duvall T\u00e9a Leoni Elijah Wood Vanessa Redgrave Morgan Freeman,Mimi Leder,Action Drama Romance usa president nasa metereologist space mission comet Robert Duvall T\u00e9a Leoni Elijah Wood Vanessa Redgrave Morgan FreemanMimi Leder
433,146216,RED 2,Action Comedy Crime Thriller,paris london england cia russia mi6,Bruce Willis Catherine Zeta-Jones Anthony Hopkins Helen Mirren John Malkovich,Dean Parisot,Action Comedy Crime Thriller paris london england cia russia mi6 Bruce Willis Catherine Zeta-Jones Anthony Hopkins Helen Mirren John MalkovichDean Parisot
434,9291,The Longest Yard,Comedy Drama,prison american football prisoner blackmail supervisor,Adam Sandler Chris Rock Burt Reynolds Michael Irvin Nelly,Peter Segal,Comedy Drama prison american football prisoner blackmail supervisor Adam Sandler Chris Rock Burt Reynolds Michael Irvin NellyPeter Segal
435,55301,Alvin and the Chipmunks: Chipwrecked,Comedy Fantasy Family Music Animation,sequel chipmunk cruise ship overboard,Jason Lee David Cross Jenny Slate Andy Buckley Justin Long,Mike Mitchell,Comedy Fantasy Family Music Animation sequel chipmunk cruise ship overboard Jason Lee David Cross Jenny Slate Andy Buckley Justin LongMike Mitchell
436,109418,Grown Ups 2,Comedy,,Adam Sandler Kevin James Chris Rock David Spade Salma Hayek,Dennis Dugan,Comedy  Adam Sandler Kevin James Chris Rock David Spade Salma HayekDennis Dugan
437,11665,Get Smart,Action Comedy Thriller,dancing spy terrorist traitor airplane,Steve Carell Anne Hathaway Dwayne Johnson Alan Arkin Terence Stamp,Peter Segal,Action Comedy Thriller dancing spy terrorist traitor airplane Steve Carell Anne Hathaway Dwayne Johnson Alan Arkin Terence StampPeter Segal
438,6964,Something's Gotta Give,Drama Comedy Romance,age difference ladykiller woman director,Jack Nicholson Diane Keaton Keanu Reeves Frances McDormand Amanda Peet,Nancy Meyers,Drama Comedy Romance age difference ladykiller woman director Jack Nicholson Diane Keaton Keanu Reeves Frances McDormand Amanda PeetNancy Meyers
439,11324,Shutter Island,Drama Thriller Mystery,based on novel island hurricane investigation psychiatric hospital,Leonardo DiCaprio Mark Ruffalo Ben Kingsley Emily Mortimer Michelle Williams,Martin Scorsese,Drama Thriller Mystery based on novel island hurricane investigation psychiatric hospital Leonardo DiCaprio Mark Ruffalo Ben Kingsley Emily Mortimer Michelle WilliamsMartin Scorsese
440,12193,Four Christmases,Comedy Romance Drama,holiday romantic comedy dysfunctional family christmas,Vince Vaughn Reese Witherspoon Robert Duvall Sissy Spacek Jon Voight,Seth Gordon,Comedy Romance Drama holiday romantic comedy dysfunctional family christmas Vince Vaughn Reese Witherspoon Robert Duvall Sissy Spacek Jon VoightSeth Gordon
441,9928,Robots,Animation Comedy Family Science Fiction,inventor business man robot dishonesty,Robin Williams Ewan McGregor Halle Berry Mel Brooks Paula Abdul,Chris Wedge,Animation Comedy Family Science Fiction inventor business man robot dishonesty Robin Williams Ewan McGregor Halle Berry Mel Brooks Paula AbdulChris Wedge
442,754,Face/Off,Action Crime Science Fiction Thriller,undercover mexican standoff biological weapon face transplant rage and hate,John Travolta Nicolas Cage Joan Allen Alessandro Nivola Gina Gershon,John Woo,Action Crime Science Fiction Thriller undercover mexican standoff biological weapon face transplant rage and hate John Travolta Nicolas Cage Joan Allen Alessandro Nivola Gina GershonJohn Woo
443,10202,Bedtime Stories,Fantasy Comedy Family Romance,wishes come true escapade disorder imaginary miraculous event,Adam Sandler Keri Russell Guy Pearce Courteney Cox Lucy Lawless,Adam Shankman,Fantasy Comedy Family Romance wishes come true escapade disorder imaginary miraculous event Adam Sandler Keri Russell Guy Pearce Courteney Cox Lucy LawlessAdam Shankman
444,4147,Road to Perdition,Thriller Crime Drama,based on graphic novel homework shot in the chin soft boiled egg learning to drive,Tom Hanks Tyler Hoechlin Jennifer Jason Leigh Liam Aiken Paul Newman,Sam Mendes,Thriller Crime Drama based on graphic novel homework shot in the chin soft boiled egg learning to drive Tom Hanks Tyler Hoechlin Jennifer Jason Leigh Liam Aiken Paul NewmanSam Mendes
445,50546,Just Go with It,Romance Comedy,beach fictitious marriage blackmail plastic surgery marriage,Adam Sandler Jennifer Aniston Nicole Kidman Nick Swardson Brooklyn Decker,Dennis Dugan,Romance Comedy beach fictitious marriage blackmail plastic surgery marriage Adam Sandler Jennifer Aniston Nicole Kidman Nick Swardson Brooklyn DeckerDennis Dugan
446,1701,Con Air,Action Thriller Crime,prison ambush helicopter airport gas station,Nicolas Cage John Cusack John Malkovich Ving Rhames Nick Chinlund,Simon West,Action Thriller Crime prison ambush helicopter airport gas station Nicolas Cage John Cusack John Malkovich Ving Rhames Nick ChinlundSimon West
447,13027,Eagle Eye,Mystery Thriller Action,artificial intelligence washington d.c. secret identity hostage technology,Shia LaBeouf Michelle Monaghan Rosario Dawson Michael Chiklis Anthony Mackie,D.J. Caruso,Mystery Thriller Action artificial intelligence washington d.c. secret identity hostage technology Shia LaBeouf Michelle Monaghan Rosario Dawson Michael Chiklis Anthony MackieD.J. Caruso
448,2289,Cold Mountain,Drama,loss of lover loss of family deserter loss of father love of one's life,Jude Law Nicole Kidman Ren\u00e9e Zellweger Eileen Atkins Brendan Gleeson,Anthony Minghella,Drama loss of lover loss of family deserter loss of father love of one's life Jude Law Nicole Kidman Ren\u00e9e Zellweger Eileen Atkins Brendan GleesonAnthony Minghella
449,20504,The Book of Eli,Action Thriller Science Fiction,book post-apocalyptic dystopia faith blind,Denzel Washington Gary Oldman Mila Kunis Ray Stevenson Jennifer Beals,Albert Hughes,Action Thriller Science Fiction book post-apocalyptic dystopia faith blind Denzel Washington Gary Oldman Mila Kunis Ray Stevenson Jennifer BealsAlbert Hughes
450,9574,Flubber,Comedy Family Science Fiction,wedding vows inventor slime green flight,Robin Williams Marcia Gay Harden Christopher McDonald Raymond J. Barry Clancy Brown,Les Mayfield,Comedy Family Science Fiction wedding vows inventor slime green flight Robin Williams Marcia Gay Harden Christopher McDonald Raymond J. Barry Clancy BrownLes Mayfield
451,11618,The Haunting,Horror Thriller Fantasy Mystery,based on novel trauma castle haunted house insomnia,Liam Neeson Catherine Zeta-Jones Owen Wilson Lili Taylor Bruce Dern,Jan de Bont,Horror Thriller Fantasy Mystery based on novel trauma castle haunted house insomnia Liam Neeson Catherine Zeta-Jones Owen Wilson Lili Taylor Bruce DernJan de Bont
452,2300,Space Jam,Animation Comedy Drama Family Fantasy,sport basketball doctor basketball team basketball game,Michael Jordan Wayne Knight Billy West Dee Bradley Baker Theresa Randle,Joe Pytka,Animation Comedy Drama Family Fantasy sport basketball doctor basketball team basketball game Michael Jordan Wayne Knight Billy West Dee Bradley Baker Theresa RandleJoe Pytka
453,12096,The Pink Panther,Action Comedy Crime Mystery Family,robbery investigation inspector killer clouseau,Steve Martin Kevin Kline Jean Reno Beyonc\u00e9 Knowles Emily Mortimer,Shawn Levy,Action Comedy Crime Mystery Family robbery investigation inspector killer clouseau Steve Martin Kevin Kline Jean Reno Beyonc\u00e9 Knowles Emily MortimerShawn Levy
454,10200,The Day the Earth Stood Still,Drama Science Fiction Thriller,extraterrestrial technology spacecraft ultimatum evacuation panic,Keanu Reeves Jennifer Connelly Kathy Bates Jaden Smith John Cleese,Scott Derrickson,Drama Science Fiction Thriller extraterrestrial technology spacecraft ultimatum evacuation panic Keanu Reeves Jennifer Connelly Kathy Bates Jaden Smith John CleeseScott Derrickson
455,8834,Conspiracy Theory,Action Drama Mystery Thriller,new york cia helicopter assassin secret,Mel Gibson Julia Roberts Patrick Stewart Cylk Cozart Steve Kahan,Richard Donner,Action Drama Mystery Thriller new york cia helicopter assassin secret Mel Gibson Julia Roberts Patrick Stewart Cylk Cozart Steve KahanRichard Donner
456,228150,Fury,War Drama Action,world war ii nazis war nazi germany panzer,Brad Pitt Shia LaBeouf Logan Lerman Michael Pe\u00f1a Jon Bernthal,David Ayer,War Drama Action world war ii nazis war nazi germany panzer Brad Pitt Shia LaBeouf Logan Lerman Michael Pe\u00f1a Jon BernthalDavid Ayer
457,6068,Six Days Seven Nights,Action Adventure Comedy Romance,overleven family guy,Harrison Ford Anne Heche David Schwimmer Jacqueline Obradors Temuera Morrison,Ivan Reitman,Action Adventure Comedy Romance overleven family guy Harrison Ford Anne Heche David Schwimmer Jacqueline Obradors Temuera MorrisonIvan Reitman
